ca-c -o    68.670     123.440	SOURCE3           18	2.5574
ca-c -oh   70.110     113.440	SOURCE4          222	0.8421
ca-c -os   68.780     115.540	SOURCE3            5	2.6708
ca-c -s    79.130     123.040	SOURCE4           12	0.7935
ca-c -sh   77.270     118.630	SOURCE3            1	0.0000
ca-c -ss   79.040     115.130	SOURCE4           12	1.0069
br-cc-c    63.980     115.680	SOURCE4            8	0.4970
br-cc-cc   61.820     124.890	SOURCE4            8	1.9479
br-cc-cd   62.260     124.560	SOURCE4           32	2.4696
br-cc-na   64.600     121.420	SOURCE4            6	0.5507
c2-cc-c3   63.270     126.110	SOURCE3            2	0.0000
c2-cc-ca   65.400     124.420	SOURCE4           15	1.7107
c2-cc-cc   66.340     121.390	SOURCE4           29	2.2566
c2-cc-cd   69.090     117.020	SOURCE3            2	0.0703
c2-cc-ha   48.690     122.720	SOURCE3            2	0.0092
c2-cc-n    67.740     126.900	SOURCE3            1	0.0000
c2-cc-os   70.020     121.060	SOURCE4           11	0.8179
c -c -c3   61.720     116.860	SOURCE3            5	0.1653
c3-cc-ca   61.830     126.430	SOURCE4          119	1.7751
c3-cc-cc   64.660     115.970	SOURCE3            4	3.0507
c3-cc-cd   64.810     119.450	SOURCE3           35	8.2040
c3-cc-cf   65.450     117.840	SOURCE3            1	0.0000
c3-cc-ha   45.110     121.520	SOURCE3           32	3.2091
c3-cc-n2   65.940     126.280	SOURCE4            8	2.1234
c3-cc-n    66.540     118.360	SOURCE4           53	2.1705
c3-cc-na   65.440     122.990	SOURCE4          477	1.5214
c3-cc-nc   65.880     121.000	SOURCE4           66	0.8247
c3-cc-nd   65.890     123.750	SOURCE4          275	1.8941
c3-cc-os   67.480     117.090	SOURCE4          127	0.9464
c3-cc-ss   77.460     121.680	SOURCE4          145	0.8647
c -c -c    62.300     111.680	SOURCE3            2	6.1226
c -c -ca   61.730     118.340	SOURCE4           26	1.0692
ca-cc-cc   67.660     111.040	SOURCE3            9	7.9455
ca-cc-cd   68.230     113.510	SOURCE3           26	7.4229
ca-cc-ce   62.580     127.870	SOURCE4           11	1.7579
ca-cc-h4   45.570     128.660	SOURCE3           10	3.1167
ca-cc-ha   46.400     124.040	SOURCE3           34	3.6691
ca-cc-n    68.240     118.420	SOURCE4           17	2.2100
ca-cc-nc   67.790     120.310	SOURCE4           46	0.6711
ca-cc-nd   67.840     123.280	SOURCE4          182	2.3863
ca-cc-nh   67.460     122.450	SOURCE4            9	1.4092
ca-cc-oh   70.020     116.510	SOURCE4           12	1.7855
ca-cc-os   69.540     116.090	SOURCE4           58	2.0472
ca-cc-ss   78.690     120.980	SOURCE4           28	1.8865
c -cc-c2   65.620     120.880	SOURCE4           21	1.5157
c -cc-c3   64.900     112.750	SOURCE3            4	0.2063
c -cc-c    63.420     121.160	SOURCE4           48	0.7193
c -c -cc   64.020     111.670	SOURCE3            4	5.5146
c -cc-ca   63.550     122.950	SOURCE3            1	0.0000
c -cc-cc   63.720     122.690	SOURCE3            2	0.0000
cc-c -cc   64.820     115.970	SOURCE4           37	1.4486
cc-cc-cc   67.880     110.700	SOURCE3           54	3.4091
cc-cc-cd   68.160     114.190	SOURCE3          517	6.5960
cc-cc-ce   63.140     126.050	SOURCE4           10	2.3332
cc-cc-cf   65.650     123.920	SOURCE3            1	0.0000
cc-cc-cg   64.740     121.850	SOURCE4            6	0.8146
c -cc-cd   65.230     121.510	SOURCE4          919	2.2603
cc-c -cd   65.730     112.790	SOURCE3            1	0.0000
c -cc-ce   63.360     122.370	SOURCE4            5	0.0254
cc-c -ce   64.640     115.680	SOURCE4            6	1.2033
cc-cc-f    66.350     119.410	SOURCE4            7	0.4917
c -cc-cg   64.980     118.140	SOURCE4            7	0.7745
cc-cc-h4   45.560     129.470	SOURCE3          171	2.2734
cc-cc-ha   47.460     119.260	SOURCE4          506	1.6808
c -cc-cl   62.790     116.010	SOURCE4           19	0.9295
cc-cc-n2   69.460     121.150	SOURCE3            6	0.4642
cc-cc-n    67.950     119.890	SOURCE3           36	0.2095
cc-cc-na   72.210     106.800	SOURCE3           33	0.6297
cc-cc-nc   69.950     113.420	SOURCE3            4	1.3957
cc-cc-nd   71.150     112.560	SOURCE3          141	4.2871
cc-cc-nh   68.510     119.190	SOURCE4          142	2.2114
cc-cc-oh   69.230     119.670	SOURCE4           10	2.3619
cc-cc-os   69.380     117.090	SOURCE4           99	2.4776
cc-cc-pd   63.840     115.360	SOURCE3           84	same_as_cd-cd-pc
cc-cc-ss   80.780     115.020	SOURCE3            2	0.0000
cc-cc-sy   74.830     128.360	SOURCE4            8	0.9813
c -c -cd   64.020     111.670	SOURCE3            4	5.5146
cd-cc-cd   67.630     121.160	SOURCE4           42	2.0764
cd-cc-ce   63.480     129.500	SOURCE4          139	2.1675
cd-cc-cl   61.780     123.720	SOURCE4           48	1.9010
cd-cc-f    67.420     121.080	SOURCE4           28	0.8788
cd-cc-h4   47.190     129.110	SOURCE3          418	3.1355
cd-cc-ha   48.350     122.890	SOURCE3          584	2.9334
cd-cc-n    70.720     115.520	SOURCE3           52	1.3322
cd-cc-na   72.910     109.420	SOURCE3          265	2.6051
cd-cc-nc   70.990     114.980	SOURCE3           23	5.3935
cd-cc-nh   68.380     125.040	SOURCE3            1	0.0000
cd-cc-no   65.780     128.950	SOURCE4          117	1.4740
cd-cc-oh   69.580     124.030	SOURCE4           59	1.2544
cd-cc-os   69.960     120.300	SOURCE3           64	5.4354
cd-cc-ss   82.940     111.220	SOURCE4          692	1.2683
cd-cc-sy   76.410     125.160	SOURCE4           19	1.1014
ce-cc-na   66.420     124.140	SOURCE4           40	1.5665
ce-cc-nc   66.980     121.700	SOURCE4            8	1.6500
ce-cc-nd   67.220     123.910	SOURCE4           11	1.1451
ce-cc-os   68.210     119.170	SOURCE4           59	0.7385
ce-cc-ss   78.460     120.940	SOURCE4           31	1.2422
c -cc-f    66.160     116.870	SOURCE4           16	0.5322
cg-cc-na   67.510     122.350	SOURCE4            5	0.8112
cg-cc-ss   78.880     120.700	SOURCE4           12	0.9090
cc-c -h4   47.130     115.450	SOURCE4            5	0.8021
c -cc-ha   46.990     117.020	SOURCE3           56	1.9713
cl-cc-na   63.840     121.610	SOURCE4           12	0.3436
cl-cc-nd   63.930     122.510	SOURCE4            5	1.6568
cl-cc-ss   79.050     119.850	SOURCE4           11	1.0626
c -cc-n2   68.530     120.890	SOURCE3            1	0.0000
c -cc-n    68.110     116.330	SOURCE4           20	1.9278
cc-c -n    70.190     111.860	SOURCE3           36	2.3407
c -cc-nc   66.280     123.150	SOURCE4           23	2.1612
cc-c -nd   67.520     116.400	SOURCE4           23	1.1407
c -cc-nd   70.070     112.910	SOURCE3            1	0.0000
c -cc-ne   67.110     119.880	SOURCE4            6	0.3139
cc-c -o    68.910     125.710	SOURCE3           66	2.4784
c -cc-oh   70.150     113.450	SOURCE4           35	1.3440
cc-c -oh   71.160     112.580	SOURCE4           50	0.7342
c -cc-os   67.710     119.810	SOURCE4           52	1.7157
cc-c -os   70.500     112.300	SOURCE3            6	2.7842
cc-c -s    78.050     127.940	SOURCE4           12	0.9342
cc-c -ss   80.330     112.520	SOURCE4           10	0.6933
cx-cc-nd   65.680     127.750	SOURCE4           12	1.7156
cx-cc-os   68.010     118.080	SOURCE4           10	0.0955
cd-c -cd   64.770     116.170	SOURCE4           19	1.1663
cd-c -cx   63.880     117.460	SOURCE4           13	0.1625
cd-c -n    70.190     111.860	SOURCE3           36	2.3407
cd-c -nc   68.310     115.760	SOURCE4           10	0.7131
cd-c -nd   68.300     113.750	SOURCE4           14	0.0860
cd-c -o    68.910     125.710	SOURCE3           66	2.4784
cd-c -oh   70.770     113.840	SOURCE4           35	1.1033
cd-c -os   70.500     112.300	SOURCE3            6	2.7842
ce-c -ce   64.340     115.790	SOURCE4           73	0.4467
ce-c -cf   64.040     116.890	SOURCE4           11	1.6021
ce-c -cx   63.950     116.250	SOURCE4            6	0.6351
ce-c -h4   46.930     114.880	SOURCE4           19	0.3355
ce-c -ha   46.930     115.220	SOURCE3            7	2.4188
ce-c -n    68.880     115.010	SOURCE3            2	0.5478
ce-c -o    69.270     122.920	SOURCE3           17	3.5085
ce-c -oh   70.250     114.300	SOURCE4           94	1.5074
ce-c -os   70.050     112.620	SOURCE4          125	2.0061
ce-c -s    81.120     117.800	SOURCE3            1	0.0000
ce-c -ss   80.920     110.390	SOURCE4            5	0.6050
cf-c -cf   64.070     116.780	SOURCE3            1	same_as_ce-c-ce
cf-c -ha   46.930     115.220	SOURCE3            7	same_as_ce-c-ha
cf-c -n    68.800     115.290	SOURCE4           30	1.1758
cf-c -o    69.270     122.920	SOURCE3           17	3.5085
cf-c -oh   70.490     113.530	SOURCE4           34	2.1382
cf-c -os   70.720     110.510	SOURCE4           24	0.9128
cf-c -s    81.120     117.800	SOURCE3            1	same_as_ce-c-s
cg-c -cg   65.440     115.380	SOURCE3            1	0.0000
cg-c -ha   47.800     113.900	SOURCE2            1	0.0000
cg-c -o    70.210     122.310	SOURCE3            2	0.0000
c -c -h4   44.620     116.360	SOURCE4            5	0.5586
h4-cc-n    50.390     117.620	SOURCE3           53	0.9721
h4-cc-na   50.220     119.660	SOURCE3          294	2.4702
h4-cc-nc   50.000     120.030	SOURCE3           16	2.3863
h4-cc-nd   51.390     119.110	SOURCE3          135	1.6946
h4-cc-os   52.270     111.890	SOURCE3           61	2.3500
h4-cc-ss   54.360     117.750	SOURCE3           40	3.1156
h5-cc-n    50.870     115.610	SOURCE4           10	0.8505
h5-cc-na   49.760     122.100	SOURCE3           16	1.4626
h5-cc-nc   49.290     123.700	SOURCE3            6	0.3547
h5-cc-nd   50.130     125.380	SOURCE3           40	2.2157
h5-cc-os   51.300     116.330	SOURCE3           12	3.2919
h5-cc-ss   53.390     122.000	SOURCE3            6	0.7237
c -c -ha   44.850     115.430	SOURCE2            3	0.6549
ha-cc-na   49.820     121.500	SOURCE2            1	0.0000
ha-cc-nc   50.730     116.540	SOURCE3            5	1.4482
ha-cc-nd   51.410     118.880	SOURCE3           20	2.8923
ha-cc-os   52.490     110.860	SOURCE3            7	1.3846
ha-cc-pd   42.350     121.760	SOURCE3           84	same_as_ha-cd-pc
ha-cc-ss   53.490     121.640	SOURCE2            5	1.3276
ch-c -ch   65.440     115.380	SOURCE3            1	same_as_cg-c-cg
ch-c -ha   47.800     113.900	SOURCE2            1	same_as_cg-c-ha
ch-c -o    70.210     122.310	SOURCE3            2	same_as_cg-c-o
cl-c -cl   63.330     111.300	SOURCE2            1	0.0000
cl-c -f    63.490     112.000	SOURCE2            1	0.0000
cl-c -ha   43.460     109.900	SOURCE2            1	0.0000
cl-c -o    64.280     121.510	SOURCE3            6	1.6987
cl-c -s    77.210     127.600	SOURCE2            1	0.0000
c -c -n    67.530     112.140	SOURCE4           53	2.1247
na-cc-nc   70.660     121.830	SOURCE4          169	1.0340
na-cc-nd   74.780     112.020	SOURCE3           17	2.2434
na-cc-no   68.480     124.900	SOURCE4           48	0.7933
na-cc-oh   73.310     117.260	SOURCE4           16	0.9090
na-cc-sx   80.050     117.040	SOURCE4           13	0.4187
na-cc-sy   79.760     120.550	SOURCE4            7	1.7547
n -cc-c    68.190     116.060	SOURCE3            1	0.0000
nc-cc-nd   72.510     118.690	SOURCE3            9	6.6642
nc-cc-nh   72.700     115.660	SOURCE4           12	1.0083
nc-cc-no   69.310     121.540	SOURCE4            7	0.9221
nc-cc-ss   81.790     119.860	SOURCE3            2	0.0000
nd-cc-nd   70.880     128.170	SOURCE4            7	0.0269
nd-cc-ne   69.290     129.660	SOURCE4            7	0.4306
nd-cc-nh   72.410     120.110	SOURCE3            5	0.9313
nd-cc-no   69.900     122.680	SOURCE4           16	0.3393
nd-cc-oh   72.800     122.190	SOURCE4           11	0.7091
nd-cc-os   74.240     115.060	SOURCE4          109	2.3512
nd-cc-sh   79.410     124.920	SOURCE4            5	0.9563
nd-cc-ss   84.180     114.510	SOURCE3            8	0.3449
nd-cc-sx   76.960     127.600	SOURCE4           14	1.1650
nd-cc-sy   79.280     123.080	SOURCE4           13	1.0531
ne-cc-ss   82.750     116.990	SOURCE4            7	0.1657
nh-cc-nh   72.930     115.960	SOURCE3            1	0.0000
nh-cc-os   72.780     117.270	SOURCE4           13	0.7995
nh-cc-ss   81.210     122.040	SOURCE4           80	1.2781
n -cc-n2   74.770     114.480	SOURCE4           15	2.3208
n -cc-na   70.450     122.180	SOURCE4           46	2.2856
n -cc-nc   70.960     120.010	SOURCE4           10	1.5583
n -cc-nd   71.200     122.710	SOURCE4          141	1.6659
n -cc-nh   72.220     116.850	SOURCE4           32	0.7619
no-cc-os   71.010     117.590	SOURCE4           62	0.2199
no-cc-ss   80.690     121.100	SOURCE4           10	0.0957
n -cc-ss   80.680     123.050	SOURCE4           38	1.0101
c -c -o    67.160     120.990	SOURCE4          233	2.0333
c -c -oh   68.200     113.230	SOURCE3            5	0.5615
c -c -os   68.180     111.390	SOURCE4           14	0.4038
os-cc-ss   78.460     132.010	SOURCE3            1	0.0000
ss-cc-ss  100.050     121.280	SOURCE4           20	2.4461
ss-cc-sy   98.380     121.770	SOURCE4           20	0.4970
cx-c -cx   85.450      64.600	SOURCE2            1	0.0000
cx-c -n    68.690     114.490	SOURCE4           23	1.4914
cx-c -o    68.880     122.820	SOURCE4           97	2.2075
cx-c -oh   70.490     112.320	SOURCE4           10	0.6413
cx-c -os   70.060     111.480	SOURCE4           16	1.3998
cy-c -cy   70.140      90.550	SOURCE2            2	2.4500
cy-c -n    75.430      91.540	SOURCE4          249	0.5104
cy-c -o    64.270     135.040	SOURCE4          253	1.3450
cy-c -oh   69.090     112.480	SOURCE4            5	1.0793
cy-c -os   74.550      94.890	SOURCE4            8	0.6016
c2-cd-c3   63.270     126.110	SOURCE3            2	0.0000
c2-cd-ca   64.430     128.220	SOURCE3            1	same_as_c2-cc-ca
c2-cd-cc   69.090     117.020	SOURCE3            2	same_as_c2-cc-cd
c2-cd-cd   65.270     125.410	SOURCE3            3	2.0867
c2-cd-ha   48.690     122.720	SOURCE3            2	same_as_c2-cc-ha
c2-cd-n    67.740     126.900	SOURCE3            1	same_as_c2-cc-n
c2-cd-os   70.530     119.310	SOURCE3            2	same_as_c2-cc-os
c3-cd-ca   64.050     117.810	SOURCE3            8	same_as_c3-cc-ca
c3-cd-cc   64.810     119.450	SOURCE3           35	8.2040
c3-cd-cd   64.660     115.970	SOURCE3            4	3.0507
c3-cd-ce   65.260     117.840	SOURCE3            1	same_as_c3-cc-cf
c3-cd-ha   45.110     121.520	SOURCE3           32	3.2091
c3-cd-n2   64.650     131.550	SOURCE3            1	same_as_c3-cc-n2
c3-cd-n    65.600     121.760	SOURCE4           15	1.7884
c3-cd-na   65.670     122.140	SOURCE4          155	1.5600
c3-cd-nc   66.940     119.910	SOURCE4          200	1.6430
c3-cd-nd   65.900     120.920	SOURCE4          243	0.8832
c3-cd-os   67.630     116.540	SOURCE4           76	0.6353
c3-cd-ss   77.510     121.530	SOURCE4           26	1.4478
ca-cd-cc   68.230     113.510	SOURCE3           26	7.4229
ca-cd-cd   67.660     111.040	SOURCE3            9	7.9455
ca-cd-ce   65.000     125.100	SOURCE4            9	1.9265
ca-cd-h4   45.570     128.660	SOURCE3           10	3.1167
ca-cd-ha   46.400     124.040	SOURCE3           34	3.6691
ca-cd-n    72.510     104.870	SOURCE3            1	same_as_ca-cc-n
ca-cd-na   67.030     123.450	SOURCE4           39	1.9138
ca-cd-nc   70.230     115.050	SOURCE3            6	4.3938
ca-cd-nd   67.650     120.810	SOURCE4          116	1.2165
ca-cd-oh   69.080     119.320	SOURCE4            9	1.2731
ca-cd-os   70.040     114.450	SOURCE4           76	2.2248
ca-cd-ss   79.130     119.640	SOURCE4           15	1.8842
c -cd-c2   65.380     121.760	SOURCE3            1	same_as_c-cc-c2
c -cd-c3   63.560     117.570	SOURCE4          122	1.4868
c -cd-c    63.410     121.180	SOURCE4           16	1.9017
c -cd-ca   63.550     122.950	SOURCE3            1	same_as_c-cc-ca
c -cd-cc   65.280     121.320	SOURCE4          789	2.4126
cc-cd-cc   68.010     119.800	SOURCE4           91	1.1370
cc-cd-cd   68.160     114.190	SOURCE3          517	6.5960
cc-cd-cf   64.080     126.280	SOURCE4           71	2.2936
cc-cd-ch   64.920     126.050	SOURCE4           30	1.4695
cc-cd-cl   61.810     123.620	SOURCE4           14	1.9282
cc-cd-cy   63.930     122.130	SOURCE4           10	0.8509
c -cd-cd   63.720     122.690	SOURCE3            2	0.0000
c -cd-cf   63.000     123.100	SOURCE4            5	2.3108
cc-cd-h4   47.190     129.110	SOURCE3          418	3.1355
cc-cd-ha   48.350     122.890	SOURCE3          584	2.9334
c -cd-cl   62.750     116.190	SOURCE4            5	1.0839
cc-cd-n    70.720     115.520	SOURCE3           52	1.3322
cc-cd-na   72.910     109.420	SOURCE3          265	2.6051
cc-cd-nc   69.420     123.820	SOURCE4           14	0.3678
cc-cd-nd   72.030     111.680	SOURCE4         1078	1.9168
cc-cd-nh   68.700     123.880	SOURCE4          105	2.2114
cc-cd-oh   69.540     123.710	SOURCE4           47	1.3029
cc-cd-os   69.960     120.300	SOURCE3           64	5.4354
cc-cd-ss   82.380     112.740	SOURCE4          192	2.2341
cc-cd-sy   76.890     124.690	SOURCE4           22	0.6891
cd-cd-cd   67.880     110.700	SOURCE3           54	3.4091
cd-cd-ce   65.800     122.560	SOURCE4           38	1.7758
cd-cd-cf   62.580     127.560	SOURCE4           32	2.4879
cd-cd-ch   63.320     127.380	SOURCE4           21	0.9462
cd-cd-cy   63.170     120.930	SOURCE4            6	1.2205
cd-cd-h4   45.560     129.470	SOURCE3          171	2.2734
cd-cd-ha   47.020     121.510	SOURCE4         1245	2.1421
cd-cd-n2   69.520     121.150	SOURCE3            6	0.4642
cd-cd-n    67.950     119.890	SOURCE3           36	0.2095
cd-cd-na   72.210     106.800	SOURCE3           33	same_as_cc-cc-na
cd-cd-nc   71.150     112.560	SOURCE3          141	4.2871
cd-cd-nd   67.440     122.020	SOURCE4          101	2.1232
cd-cd-nh   68.260     120.050	SOURCE4           86	1.2878
cd-cd-oh   68.090     123.300	SOURCE4           17	2.3237
cd-cd-os   69.300     117.360	SOURCE4          112	1.9292
cd-cd-pc   63.840     115.360	SOURCE3           84	3.2889
cd-cd-ss   78.930     120.470	SOURCE4           29	1.6911
ce-cd-nd   68.130     124.900	SOURCE4            5	2.3975
cf-cd-na   66.090     124.600	SOURCE4            8	1.6033
cf-cd-nc   67.940     120.490	SOURCE4           26	1.3524
cf-cd-nd   66.910     121.180	SOURCE4           29	1.3143
cf-cd-os   68.380     117.800	SOURCE4            7	1.1308
cf-cd-ss   77.470     123.670	SOURCE4            7	1.5823
c -cd-h4   46.770     118.190	SOURCE4            8	0.2226
c -cd-ha   46.990     117.020	SOURCE3           56	1.9713
cl-cd-nc   63.230     125.300	SOURCE3            1	same_as_cl-cc-nd
c -cd-n2   68.580     120.890	SOURCE3            1	same_as_c-cc-n2
c -cd-n    68.190     116.060	SOURCE3            1	same_as_n-cc-c
c -cd-nc   67.450     121.860	SOURCE4           46	2.4699
c -cd-nd   64.310     130.800	SOURCE3            1	0.0000
c -cd-oh   69.870     114.020	SOURCE4           18	0.9546
c -cd-os   68.070     118.550	SOURCE4           26	2.1350
h4-cd-n    50.390     117.620	SOURCE3           53	0.9721
h4-cd-na   50.220     119.660	SOURCE3          294	2.4702
h4-cd-nc   51.390     119.110	SOURCE3          135	1.6946
h4-cd-nd   50.000     120.030	SOURCE3           16	2.3863
h4-cd-os   52.270     111.890	SOURCE3           61	2.3500
h4-cd-ss   54.360     117.750	SOURCE3           40	3.1156
h5-cd-n    50.820     115.830	SOURCE4           10	0.2888
h5-cd-na   49.760     122.100	SOURCE3           16	1.4626
h5-cd-nc   50.130     125.380	SOURCE3           40	2.2157
h5-cd-nd   49.290     123.700	SOURCE3            6	0.3547
h5-cd-os   51.300     116.330	SOURCE3           12	3.2919
h5-cd-ss   53.390     122.000	SOURCE3            6	0.7237
ha-cd-na   49.820     121.500	SOURCE2            1	same_as_ha-cc-na
ha-cd-nc   51.410     118.880	SOURCE3           20	2.8923
ha-cd-nd   50.730     116.540	SOURCE3            5	1.4482
ha-cd-os   52.490     110.860	SOURCE3            7	1.3846
ha-cd-pc   42.350     121.760	SOURCE3           84	2.2216
ha-cd-ss   53.490     121.640	SOURCE2            5	same_as_ha-cc-ss
na-cd-nc   74.780     112.020	SOURCE3           17	2.2434
na-cd-nd   70.890     121.040	SOURCE4           62	1.4580
na-cd-nh   72.430     116.980	SOURCE4           46	1.4937
na-cd-ss   84.890     111.460	SOURCE4           20	0.8600
nc-cd-nd   73.390     115.840	SOURCE4          213	1.4060
nc-cd-nh   72.410     120.110	SOURCE3            5	0.9313
nc-cd-oh   73.040     120.890	SOURCE4           11	1.5340
nc-cd-os   73.420     117.640	SOURCE4          100	1.8409
nc-cd-ss   84.180     114.510	SOURCE3            8	0.3449
nd-cd-nd   69.470     125.580	SOURCE4           13	0.4672
nd-cd-nh   72.140     117.470	SOURCE4           23	1.5450
nd-cd-ss   81.790     119.860	SOURCE3            2	same_as_nc-cc-ss
nh-cd-nh   72.930     115.960	SOURCE3            1	same_as_nh-cc-nh
nh-cd-os   73.160     116.070	SOURCE4           12	0.5342
nh-cd-ss   81.480     121.220	SOURCE4           11	1.1514
n -cd-na   70.500     122.010	SOURCE4           13	1.2061
n -cd-nc   70.990     123.410	SOURCE4           88	0.9565
n -cd-nd   69.060     126.700	SOURCE4           54	0.3231
n -cd-nh   72.210     116.880	SOURCE4           47	0.3458
n -cd-ss   80.730     122.890	SOURCE4            7	1.1978
oh-cd-os   75.470     111.610	SOURCE4            6	1.1909
os-cd-ss   78.460     132.010	SOURCE3            1	same_as_os-cc-ss
ss-cd-ss   99.630     122.300	SOURCE3            2	same_as_ss-cc-ss
ss-cd-sy   98.720     121.620	SOURCE4           19	0.4931
c2-ce-c3   64.300     122.890	SOURCE3            7	1.0449
c2-ce-ca   65.160     123.080	SOURCE3            6	2.1589
c2-ce-cc   65.550     123.840	SOURCE4           49	2.1264
c2-ce-ce   65.730     123.080	SOURCE3           12	0.6518
c2-ce-cg   66.680     121.580	SOURCE4           18	1.3663
c2-ce-cl   62.220     119.510	SOURCE4           24	1.4963
c2-ce-h4   48.640     125.580	SOURCE4           11	0.9381
c2-ce-ha   49.560     121.100	SOURCE3           46	2.4054
c2-ce-n1   72.730     117.850	SOURCE4            7	0.3180
c2-ce-n2   70.340     128.700	SOURCE3            1	0.0000
c2-ce-na   69.290     119.190	SOURCE4            5	0.8452
c2-ce-ne   69.730     118.320	SOURCE3            7	1.0468
c2-ce-oh   70.180     123.780	SOURCE4           10	1.8182
c2-ce-p2   61.560     118.240	SOURCE3            1	
c2-ce-pe   61.300     118.760	SOURCE3            8	2.3984
c2-ce-px   60.970     119.720	SOURCE3            6	0.5213
c2-ce-py   61.150     122.130	SOURCE3            5	3.1367
c2-ce-sx   78.010     119.870	SOURCE3            5	0.8557
c2-ce-sy   78.410     120.350	SOURCE3            5	0.5401
c3-ce-ca   62.810     119.110	SOURCE4          127	1.8824
c3-ce-cc   63.490     118.180	SOURCE4           22	1.7743
c3-ce-ce   63.910     116.590	SOURCE4          175	1.6539
c3-ce-cf   64.510     122.180	SOURCE4          119	2.0632
c3-ce-cg   63.790     118.480	SOURCE4            8	1.4756
c3-ce-n2   66.940     122.640	SOURCE4           76	2.0781
c3-ce-nf   67.240     120.750	SOURCE4            6	2.1938
c3-ce-nh   65.740     119.900	SOURCE4            5	0.9634
ca-ce-ca   63.870     117.820	SOURCE4          100	0.9790
ca-ce-cc   64.120     118.640	SOURCE4           12	0.8455
ca-ce-ce   63.840     119.620	SOURCE4           14	1.9171
ca-ce-cf   64.090     127.310	SOURCE4          132	1.9691
ca-ce-cl   62.350     114.220	SOURCE4            6	1.3164
ca-ce-h4   46.710     116.860	SOURCE4           74	0.9179
ca-ce-ha   47.080     115.120	SOURCE4          210	1.0763
ca-ce-n2   68.510     120.720	SOURCE3            1	0.0000
ca-ce-nf   67.770     122.500	SOURCE4           11	2.3863
ca-ce-nh   67.850     115.510	SOURCE4           93	0.9284
ca-ce-oh   68.500     117.180	SOURCE4            5	0.5951
ca-ce-os   68.570     115.580	SOURCE4            8	1.0735
ca-ce-ss   77.470     117.730	SOURCE4            5	1.1596
c -ce-c2   65.820     120.420	SOURCE3           13	1.8877
c -ce-c3   63.430     116.630	SOURCE4          169	2.4309
c -ce-c    62.550     122.540	SOURCE4           22	1.3987
c -ce-ca   63.790     117.980	SOURCE4            8	1.5129
cc-ce-cd   63.280     130.360	SOURCE4            5	2.3402
cc-ce-cf   65.060     125.790	SOURCE4           39	1.5227
c -ce-cd   63.740     126.070	SOURCE3            1	same_as_c-cf-cc
c -ce-ce   63.460     120.890	SOURCE4           16	1.8719
c -ce-cf   64.260     126.410	SOURCE3            2	5.7847
c -ce-cg   64.570     118.320	SOURCE4           15	1.0595
cc-ce-h4   47.610     115.400	SOURCE4           29	0.8744
cc-ce-ha   47.630     115.360	SOURCE4           66	0.9385
c -ce-cl   62.010     115.400	SOURCE4            6	1.0958
cc-ce-n2   68.910     121.690	SOURCE4           52	2.2459
cc-ce-nh   67.360     119.170	SOURCE4            8	2.1378
c -ce-cy   72.720      88.220	SOURCE4           19	0.3234
cd-ce-ce   65.140     122.940	SOURCE4            6	0.3490
cd-ce-ha   49.760     115.940	SOURCE4           23	1.6379
ce-ce-ce   64.550     118.740	SOURCE3            1	0.0000
ce-ce-cf   65.490     124.050	SOURCE4          166	1.7004
ce-ce-cl   61.600     117.930	SOURCE4           12	0.2639
ce-ce-h4   47.060     118.000	SOURCE4           10	0.8551
ce-ce-ha   47.500     115.900	SOURCE3           12	0.4670
ce-ce-n1   66.840     127.150	SOURCE3            2	same_as_cf-cf-n1
ce-ce-n2   68.520     123.000	SOURCE3            2	0.0000
ce-ce-oh   69.180     116.890	SOURCE4           11	2.0380
cf-ce-cg   66.060     123.940	SOURCE4           21	1.4852
cf-ce-cy   60.530     137.740	SOURCE4           13	0.3952
cf-ce-h4   49.030     123.760	SOURCE4            5	1.0909
cf-ce-ha   50.180     118.290	SOURCE4          299	1.3038
cf-ce-n1   72.090     120.030	SOURCE4            6	1.9451
cf-ce-n    72.630     108.180	SOURCE4           54	0.5772
cf-ce-nh   69.450     121.520	SOURCE4           12	2.0106
cf-ce-oh   70.830     121.620	SOURCE4           12	0.5995
cg-ce-cg   65.510     118.510	SOURCE4            6	0.9614
cg-ce-ha   47.910     116.610	SOURCE4           12	0.3943
cg-ce-n1   69.540     119.500	SOURCE2            1	0.0000
cg-ce-n2   69.590     121.430	SOURCE4            6	0.8382
c -ce-ha   46.590     117.260	SOURCE3           11	2.7158
c -ce-n    66.170     118.730	SOURCE4          129	1.5548
c -ce-nh   67.880     115.220	SOURCE4           18	2.4886
c -ce-oh   68.230     117.920	SOURCE4            5	1.4580
c -ce-os   69.050     113.780	SOURCE4           21	1.8258
h4-ce-n1   52.650     116.360	SOURCE4            7	0.2182
h4-ce-n2   52.370     121.520	SOURCE4          105	1.2900
h4-ce-ne   49.720     115.810	SOURCE4            7	1.9836
ha-ce-n1   52.770     115.960	SOURCE3            2	same_as_ha-cf-n1
ha-ce-n2   52.850     119.510	SOURCE3            2	0.4623
ha-ce-ne   49.160     118.590	SOURCE3            5	1.1113
ha-ce-nh   50.580     114.990	SOURCE3            1	0.0000
ha-ce-p2   40.610     120.110	SOURCE3            1	
ha-ce-pe   40.640     119.330	SOURCE3            6	0.8966
ha-ce-px   40.810     117.900	SOURCE3            6	0.1809
ha-ce-py   41.340     118.720	SOURCE3            3	0.3064
ha-ce-sx   52.960     115.450	SOURCE3            3	0.6640
